Price,Close,High,Low,Open,Volume,Stock
Ticker,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS
Date,,,,,,ADANIPORTS
2023-08-08,773.8080444335938,794.3323974401972,754.1717287790091,783.2314788424304,11993737,ADANIPORTS
2023-08-09,780.6165771484375,796.1578632936958,773.610688119523,782.1954106069334,7007648,ADANIPORTS
2023-08-10,792.1615600585938,808.9362819392187,781.5046899679353,782.4914383138544,8064730,ADANIPORTS
2023-08-11,790.4346923828125,799.7101502435531,783.7248161687812,796.207205918157,9040236,ADANIPORTS
2023-08-14,776.7189331054688,783.6754964379,760.8815750219807,770.6504070897083,17841454,ADANIPORTS
2023-08-16,765.8153686523438,775.5842013862948,762.2137733186056,775.5842013862948,11481440,ADANIPORTS
2023-08-17,798.9207763671875,802.818383928097,766.5553843033616,767.6901689263708,14011644,ADANIPORTS
2023-08-18,824.8228759765625,838.341278651865,793.6415955297225,796.3058278167553,22502392,ADANIPORTS
2023-08-21,846.778076171875,852.6491803649641,827.3884480221452,828.9672212086952,17432300,ADANIPORTS
2023-08-22,843.1763916015625,857.4842414297926,842.0416070074104,852.4518493738456,8037324,ADANIPORTS
2023-08-23,814.758056640625,851.0210554766179,809.2322302060062,847.1727131422645,4748732,ADANIPORTS
2023-08-24,811.4525146484375,833.2103648349765,809.3310417451611,822.9481574856261,4692796,ADANIPORTS
2023-08-25,795.9111938476562,819.395852724152,792.8522980576956,812.0938908543666,4442243,ADANIPORTS
2023-08-28,796.7499389648438,813.0806115322692,787.9185295006274,805.1866250125385,5067265,ADANIPORTS
2023-08-29,812.6365966796875,819.7905222619302,789.4480103096597,798.7727943207474,5935085,ADANIPORTS
2023-08-30,807.850830078125,821.961318457763,805.7786225512536,817.0275770504535,8592012,ADANIPORTS
2023-08-31,781.7020263671875,800.1542318835733,777.2616589543516,793.2469936858284,9998925,ADANIPORTS
2023-09-01,788.9052124023438,797.2925723841072,769.3182840648761,769.663621855945,11900199,ADANIPORTS
2023-09-04,790.4346923828125,800.9929109537402,785.0075768789683,796.848556160083,12522148,ADANIPORTS
2023-09-05,794.2830200195312,800.1541841828761,786.9317334734778,794.3323453870214,10483413,ADANIPORTS
2023-09-06,796.3551635742188,797.7859605828065,789.842649211015,795.3190899563909,6729598,ADANIPORTS
2023-09-07,799.16748046875,802.1770507693939,794.3817150287936,798.9701187614555,9787939,ADANIPORTS
2023-09-08,814.0673217773438,817.8169531535967,799.4141340758855,800.1541952775012,11683222,ADANIPORTS
2023-09-11,870.756103515625,875.4431582320216,823.934881724458,828.8686235311914,20638175,ADANIPORTS
2023-09-12,847.3701171875,877.712627933952,841.7456397355731,877.712627933952,8036897,ADANIPORTS
2023-09-13,838.4400024414062,855.708096865241,831.9768134308948,847.6167491470917,7180448,ADANIPORTS
2023-09-14,838.5386352539062,846.4819464738296,829.8552628602074,842.7323152386338,6234825,ADANIPORTS
2023-09-15,834.4437255859375,843.2750747068061,830.3486960425489,834.7890634010652,4013431,ADANIPORTS
2023-09-18,820.2345581054688,836.8119181819114,817.1756623402126,836.8119181819114,2801202,ADANIPORTS
2023-09-20,807.2094116210938,826.5003282876138,804.1998414376676,820.9745620566129,3016411,ADANIPORTS
2023-09-21,820.08642578125,831.2367289058257,809.1335445732908,810.2683291226764,6437320,ADANIPORTS
2023-09-22,816.0901489257812,827.5857904219289,811.2057329184724,822.8494107464281,3156509,ADANIPORTS
2023-09-25,814.7088012695312,820.6786167564293,808.0975752630214,817.7183716991569,2395763,ADANIPORTS
2023-09-26,810.4657592773438,819.9879052519738,808.1469246707178,815.1528140907575,1569635,ADANIPORTS
2023-09-27,819.6918334960938,821.9613425647506,810.6137369951291,814.8567426845897,2463842,ADANIPORTS
2023-09-28,812.1924438476562,830.2005990412803,808.294836521061,822.2079624705335,5057959,ADANIPORTS
2023-09-29,814.2153930664062,821.4679690630951,811.4031242437212,815.5474791959737,1468496,ADANIPORTS
2023-10-03,820.382568359375,825.6616477230599,813.3272938580604,815.0541033991603,2453090,ADANIPORTS
2023-10-04,813.672607421875,834.2463451912364,808.492178952993,819.9384951343241,4096647,ADANIPORTS
2023-10-05,814.2647094726562,820.9745858695924,809.380293340785,819.8398012336851,2083505,ADANIPORTS
2023-10-06,819.7411499023438,825.4149526251105,815.4488188895679,819.001088677635,1877058,ADANIPORTS
2023-10-09,779.5804443359375,807.9494565768838,774.5973777093162,804.1998252650864,5994282,ADANIPORTS
2023-10-10,808.6402587890625,812.7846138323949,789.9413658358598,789.9413658358598,7591327,ADANIPORTS
2023-10-11,804.0518188476562,816.4355580502312,801.5849481262406,816.4355580502312,3281387,ADANIPORTS
2023-10-12,804.1505126953125,812.3405112708141,801.7822927626287,807.7027823680036,2563606,ADANIPORTS
2023-10-13,802.9664306640625,813.8699873546942,795.1710949885863,801.2396211357527,3801000,ADANIPORTS
2023-10-16,794.9737548828125,807.653445855496,792.6055349828065,807.653445855496,2664794,ADANIPORTS
2023-10-17,794.4310302734375,803.6078376217964,793.3456312366583,801.2396176171226,2162192,ADANIPORTS
2023-10-18,788.0172119140625,798.3287442651758,784.8596653603303,798.2300935202492,2271927,ADANIPORTS
2023-10-19,782.3433837890625,786.7344258716187,777.0149789807399,786.1917263392438,2862500,ADANIPORTS
2023-10-20,783.1328125,792.3588850158138,778.1990709992789,781.3072920089312,2434862,ADANIPORTS
2023-10-23,761.2269897460938,785.2542868131391,759.6975419230141,783.1328140992986,2002377,ADANIPORTS
2023-10-25,758.9081420898438,772.9693062662452,750.964829810899,762.2631106154512,2581498,ADANIPORTS
2023-10-26,760.1415405273438,761.5723376296579,744.5016038218855,753.8757128163295,3855358,ADANIPORTS
2023-10-27,772.0319213867188,775.9789147266788,762.8057883187589,764.6313088742937,2995404,ADANIPORTS
2023-10-30,774.597412109375,783.8728701793085,769.466308926568,775.4855096660223,3522068,ADANIPORTS
2023-10-31,774.3506469726562,780.6164739280323,772.1304635311928,779.3337133182305,2825760,ADANIPORTS
2023-11-01,758.9081420898438,780.0245811540636,757.0333563354611,774.3507780653403,2693768,ADANIPORTS
2023-11-02,764.0391845703125,773.1172808321151,761.8190009303989,766.6047662455696,1741799,ADANIPORTS
2023-11-03,784.859619140625,788.214527212983,766.9994388378548,769.6636712837195,4310765,ADANIPORTS
2023-11-06,791.865478515625,795.5657844899971,788.707872038894,790.8787302557924,2270316,ADANIPORTS
2023-11-07,786.9810180664062,797.6872722157608,785.4515703954501,792.3588078235508,2394891,ADANIPORTS
2023-11-08,807.850830078125,812.8832222230465,789.4479505383263,791.3721217324442,5123208,ADANIPORTS
2023-11-09,795.5164794921875,816.7315676218188,787.5237822470831,814.067335206784,4982049,ADANIPORTS
2023-11-10,797.8846435546875,807.9494881623851,795.5164837934467,797.2926186709614,3903183,ADANIPORTS
2023-11-13,799.1180419921875,817.0275467265456,796.7992077073496,799.2660783194467,1050882,ADANIPORTS
2023-11-15,800.0061645507812,807.1600895498478,798.3286804367676,807.1600895498478,1694698,ADANIPORTS
2023-11-16,802.8184204101562,807.5548605941812,797.3913045734382,803.6078672583862,1689762,ADANIPORTS
2023-11-17,799.3154296875,811.0577582735837,798.328681410563,800.94358843498,3218979,ADANIPORTS
2023-11-20,792.950927734375,805.1866310218103,790.4840569285483,799.3154664586752,3227659,ADANIPORTS
2023-11-21,790.7306518554688,804.1011382458906,788.707830075703,794.3323069027653,3643664,ADANIPORTS
2023-11-22,781.406005859375,794.2830591785266,778.1003629058868,793.3456362446617,3212329,ADANIPORTS
2023-11-23,782.590087890625,794.0364048220174,780.9619892580905,784.4649338356106,3776615,ADANIPORTS
2023-11-24,785.007568359375,792.3095295940158,774.5973862329757,785.3529663871266,4421350,ADANIPORTS
2023-11-28,826.5990600585938,843.0777686561142,795.3191270129415,795.3191270129415,15929818,ADANIPORTS
2023-11-29,824.4775390625,838.736064199153,822.2573553631493,838.736064199153,8057644,ADANIPORTS
2023-11-30,814.5607299804688,827.8818321667029,812.0938592052402,827.8818321667029,5998210,ADANIPORTS
2023-12-01,816.8302001953125,828.0791544858253,814.5606912353205,828.0791544858253,2932775,ADANIPORTS
2023-12-04,867.0064697265625,871.6441388327939,847.1234662021609,853.5373305356659,11064795,ADANIPORTS
2023-12-05,999.6746826171875,1010.7263358927662,868.3385074551334,872.2855006708385,46564412,ADANIPORTS
2023-12-06,1004.4603881835938,1068.1549753619913,994.7408818331835,1031.1519161693127,41008947,ADANIPORTS
2023-12-07,1025.8729248046875,1044.7197938066738,1008.1114548745621,1015.3640310054946,14840081,ADANIPORTS
2023-12-08,1009.3941650390625,1041.0194353667864,979.1503061674932,1034.1121974070068,12202462,ADANIPORTS
2023-12-11,1018.2255859375,1034.1122093377458,1002.1909262030168,1013.1931937421351,7889666,ADANIPORTS
2023-12-12,1028.142333984375,1034.5561978781082,1009.6901891173189,1023.3073637189292,4902289,ADANIPORTS
2023-12-13,1049.40673828125,1060.7543428794959,1015.1666230223916,1031.1518961014633,8151639,ADANIPORTS
2023-12-14,1060.4583740234375,1075.4570207972376,1048.913466831108,1065.6881883138258,8004131,ADANIPORTS
2023-12-15,1064.2574462890625,1072.1020472340954,1052.909840634951,1064.7014348509792,11672787,ADANIPORTS
2023-12-18,1079.7987060546875,1087.7913431436982,1058.5342321428532,1064.701408978922,5448342,ADANIPORTS
2023-12-19,1059.7677001953125,1084.4364083004175,1054.4392351540746,1080.4894150036007,5993252,ADANIPORTS
2023-12-20,998.7373046875,1069.4871088196282,991.6820303314237,1063.7146554201738,8467564,ADANIPORTS
2023-12-21,1005.4471435546875,1014.377203191211,976.1407084211144,982.9492954513554,5352057,ADANIPORTS
2023-12-22,1013.8839111328125,1037.0231113372058,1005.4965503107893,1020.2977752908304,5252106,ADANIPORTS
2023-12-26,1015.1173095703125,1027.2049761970306,1012.5024024952226,1020.3963888636916,2176775,ADANIPORTS
2023-12-27,1010.824951171875,1023.3073408691827,1004.509738157756,1023.2579552746492,2803997,ADANIPORTS
2023-12-28,1003.4736938476562,1017.5347968699396,1001.2041848071814,1015.9067585401326,4865603,ADANIPORTS
2023-12-29,1010.7755737304688,1021.1858162367301,1004.1150228588997,1008.2593776686986,2429250,ADANIPORTS
2024-01-01,1033.9642333984375,1043.9303676326988,1009.4435610165765,1012.9465658365621,3989711,ADANIPORTS
2024-01-02,1064.1094970703125,1068.5498648637185,1017.436249638549,1033.9642853140047,6344621,ADANIPORTS
2024-01-03,1079.7493896484375,1128.8401204092415,1048.6668164029034,1090.3569344861992,33060778,ADANIPORTS
2024-01-04,1108.315673828125,1116.012358967593,1088.9261655450734,1102.197882375598,9771995,ADANIPORTS
2024-01-05,1138.9542236328125,1144.6280263496317,1110.486559309393,1114.1374798330596,10622789,ADANIPORTS
2024-01-08,1153.360595703125,1166.3363584686679,1136.733912822255,1144.627898327965,8760094,ADANIPORTS
2024-01-09,1181.236328125,1213.6017195127085,1162.8828344215242,1166.3364533612573,14701104,ADANIPORTS
2024-01-10,1198.2576904296875,1203.832842026326,1181.1376327094363,1203.832842026326,7036728,ADANIPORTS
2024-01-11,1187.0089111328125,1207.385289194696,1184.0980516036932,1204.819767506758,3721202,ADANIPORTS
2024-01-12,1191.103759765625,1202.5994006914857,1185.1340052686628,1194.3600770931785,3912779,ADANIPORTS
2024-01-15,1187.1568603515625,1199.244527074541,1173.3423840967296,1197.9124409547885,2825654,ADANIPORTS
2024-01-16,1177.5361328125,1195.9390138404322,1171.0730033178916,1187.6503035153585,3173587,ADANIPORTS
2024-01-17,1151.38720703125,1188.7356053583012,1144.0852456648868,1164.3629710105886,5268593,ADANIPORTS
2024-01-18,1138.7569580078125,1168.606094979572,1128.2973293514347,1155.5316796117763,5918594,ADANIPORTS
2024-01-19,1137.177978515625,1151.3379123397729,1134.7604934714705,1146.8481595975795,2732559,ADANIPORTS
2024-01-23,1122.0313720703125,1191.202397905798,1115.2721708827678,1183.2591470403852,7201014,ADANIPORTS
2024-01-24,1105.7501220703125,1131.553614233403,1103.5299383929414,1122.9195665991826,18373913,ADANIPORTS
2024-01-25,1131.109619140625,1140.4343423506123,1096.8693810203808,1107.2796237173911,4305042,ADANIPORTS
2024-01-29,1180.7923583984375,1188.9330317432252,1135.7472751334112,1139.694268270278,6768033,ADANIPORTS
2024-01-30,1171.6156005859375,1201.0700140214835,1165.3497728074403,1184.097990998246,4683729,ADANIPORTS
2024-01-31,1191.6466064453125,1198.1591211230811,1175.858633673668,1179.9536632018478,5510242,ADANIPORTS
2024-02-01,1202.6981201171875,1223.0744962427461,1184.3940117471582,1197.5176916337068,7433628,ADANIPORTS
2024-02-02,1244.7335205078125,1270.4383603685692,1215.3777603361893,1216.7099668237572,10450227,ADANIPORTS
2024-02-05,1241.8721923828125,1274.1388154626334,1232.3006610521627,1252.6770387065349,5611298,ADANIPORTS
2024-02-06,1256.229248046875,1267.5768535999189,1232.3006015545868,1249.2233591437914,4408002,ADANIPORTS
2024-02-07,1239.0103759765625,1269.3034969134071,1235.556757347485,1263.0376700626125,3359763,ADANIPORTS
2024-02-08,1228.6988525390625,1247.7431416323502,1220.3608781445703,1247.299153108209,3354609,ADANIPORTS
2024-02-09,1254.650390625,1258.5973835959005,1215.7724857710969,1236.0008247469618,3538164,ADANIPORTS
2024-02-12,1232.7939453125,1262.7911172557995,1227.4162153423329,1261.0643077576963,2204823,ADANIPORTS
2024-02-13,1248.039306640625,1254.157097961808,1210.3948346450995,1233.3859979222837,2245009,ADANIPORTS
2024-02-14,1251.048828125,1264.5673523233731,1232.1033086422785,1245.2269889711124,3382943,ADANIPORTS
2024-02-15,1250.2593994140625,1260.6202558821944,1245.3749233789154,1258.1039997017247,3382824,ADANIPORTS
2024-02-16,1289.5318603515625,1293.6268894697832,1248.7792319861628,1252.9729118337957,5476230,ADANIPORTS
2024-02-19,1289.679931640625,1309.4148961645826,1284.8942268340982,1295.9951443788243,2700240,ADANIPORTS
2024-02-20,1283.2662353515625,1295.501939040991,1276.5562983581947,1293.627093076431,1856718,ADANIPORTS
2024-02-21,1273.8919677734375,1297.5739253462978,1264.4684739748375,1287.5091415588981,2770510,ADANIPORTS
2024-02-22,1293.57763671875,1299.5475121195027,1264.0245732916349,1278.8257978032464,2556009,ADANIPORTS
2024-02-23,1303.1983642578125,1314.3486676524474,1280.7992271868445,1294.6630882661973,2924829,ADANIPORTS
2024-02-26,1320.417236328125,1325.202941400504,1299.3007990239118,1302.507730937204,2802425,ADANIPORTS
2024-02-27,1311.8323974609375,1321.4531927860792,1296.8338724171676,1319.1343585161935,2197456,ADANIPORTS
2024-02-28,1282.279541015625,1317.2104583358296,1277.9872095821775,1316.8157348867653,2121625,ADANIPORTS
2024-02-29,1303.0010986328125,1312.276556518991,1275.9149066340467,1282.7727589720987,2672239,ADANIPORTS
2024-03-01,1304.5799560546875,1331.123510487789,1295.008545338997,1317.3090337295762,3301090,ADANIPORTS
2024-03-04,1324.80810546875,1338.5733150912715,1318.6903148271808,1327.4230122818592,2170214,ADANIPORTS
2024-03-05,1320.5653076171875,1336.9945705688128,1316.322241715446,1326.2391103832024,1815438,ADANIPORTS
2024-03-06,1307.244140625,1326.7816838654687,1286.7197286736778,1324.9068380843828,2758443,ADANIPORTS
2024-03-07,1307.885498046875,1317.6543303969872,1297.574026398391,1312.1779495533742,1640786,ADANIPORTS
2024-03-11,1309.3656005859375,1324.5615484045793,1304.5306303073141,1313.36197935784,2217673,ADANIPORTS
2024-03-12,1284.0556640625,1329.1006294578208,1276.309593225087,1317.3090349663469,3139768,ADANIPORTS
2024-03-13,1193.521484375,1290.6668087649618,1172.3556605376384,1289.680060440218,8670336,ADANIPORTS
2024-03-14,1251.048828125,1259.0908509894882,1179.8549130478727,1193.9654621452044,7195603,ADANIPORTS
2024-03-15,1265.998046875,1271.77050023904,1239.9972537128795,1256.920010854003,4024586,ADANIPORTS
2024-03-18,1249.8153076171875,1253.2196613465421,1210.986788124349,1233.435310780555,4858444,ADANIPORTS
2024-03-19,1224.751953125,1255.9825611998542,1220.8543454849619,1254.2064865150046,2311324,ADANIPORTS
2024-03-20,1228.8963623046875,1236.3462397307842,1213.897715807248,1231.4618838054141,2772098,ADANIPORTS
2024-03-21,1245.7203369140625,1251.8875137581708,1234.7181897863113,1243.3028517722412,3155563,ADANIPORTS
2024-03-22,1264.6165771484375,1272.0171892811563,1238.4184824702163,1245.7203234123615,3076926,ADANIPORTS
2024-03-26,1286.9169921875,1296.5871730135682,1264.0244814538667,1264.616506300783,3610644,ADANIPORTS
2024-03-27,1305.2706298828125,1325.2028962998522,1294.7123513637005,1297.5739453717838,4938400,ADANIPORTS
2024-03-28,1324.0682373046875,1340.694922760308,1296.5873200978674,1316.3222869182307,4188741,ADANIPORTS
2024-04-01,1357.6669921875,1363.4394455759737,1332.3568745351608,1338.8201239961445,3251462,ADANIPORTS
2024-04-02,1385.5426025390625,1406.0668942112914,1369.8038954163026,1379.2767751371289,5769001,ADANIPORTS
2024-04-03,1378.6845703125,1383.4210099684935,1370.7905845209536,1381.2994771964827,2727582,ADANIPORTS
2024-04-04,1348.7369384765625,1389.9336814894582,1344.1979202231623,1389.9336814894582,4197697,ADANIPORTS
2024-04-05,1357.3216552734375,1363.5874828095518,1339.3627641664004,1348.8849092328655,1853120,ADANIPORTS
2024-04-08,1330.7781982421875,1363.6368463200026,1319.2825557711474,1363.6368463200026,14038860,ADANIPORTS
2024-04-09,1338.524169921875,1346.8128803576706,1328.2619627372085,1338.1788320813591,1935801,ADANIPORTS
2024-04-10,1334.3797607421875,1341.8790236556201,1330.3339963910678,1340.9909261040896,3984001,ADANIPORTS
2024-04-12,1326.386962890625,1340.3988604540116,1323.2294166397407,1332.110150979605,2183230,ADANIPORTS
2024-04-15,1298.1168212890625,1317.3090282385074,1291.2588480839295,1302.5078032021197,3372368,ADANIPORTS
2024-04-16,1287.0650634765625,1304.4811942835138,1277.2469665115473,1284.74622916576,2696593,ADANIPORTS
2024-04-18,1278.3818359375,1318.7891315167058,1273.8920828941768,1298.5114053313944,6219274,ADANIPORTS
2024-04-19,1292.6402587890625,1298.5607485239743,1253.1703272229843,1263.0378101145038,3899281,ADANIPORTS
2024-04-22,1303.59326171875,1313.3620947787151,1297.5741206867094,1303.59326171875,8903130,ADANIPORTS
2024-04-23,1304.5799560546875,1320.8120385171944,1301.4224095481673,1303.593207714815,3847872,ADANIPORTS
2024-04-24,1303.0010986328125,1315.236801347388,1300.5836135373563,1313.3619555322025,2553035,ADANIPORTS
2024-04-25,1312.91796875,1319.2330613635813,1299.3501799349815,1303.0011003805,6097087,ADANIPORTS
2024-04-26,1307.0467529296875,1323.8214737581216,1303.5931339355982,1322.242700594215,2565490,ADANIPORTS
2024-04-29,1299.794189453125,1318.0490328806313,1289.6800194459931,1316.6182960363012,2191564,ADANIPORTS
2024-04-30,1307.3428955078125,1316.963691791546,1298.807498304016,1306.0108093436772,2321071,ADANIPORTS
2024-05-02,1321.0587158203125,1330.8274279505733,1289.2360820950619,1316.272890045226,7991511,ADANIPORTS
2024-05-03,1302.8038330078125,1336.0572026474363,1293.0842658583197,1335.0704543441516,3528822,ADANIPORTS
2024-05-06,1272.85595703125,1304.974663276324,1240.3426478172698,1304.974663276324,4000668,ADANIPORTS
2024-05-07,1270.58642578125,1283.9075273405438,1248.2365535190122,1273.9906591097797,3474340,ADANIPORTS
2024-05-08,1260.32421875,1276.5561794931348,1252.232931175538,1276.2108416916642,1627418,ADANIPORTS
2024-05-09,1228.0577392578125,1268.761109758729,1223.5679859669415,1262.0511726223533,2591646,ADANIPORTS
2024-05-10,1249.96337890625,1261.7549726260538,1229.2416651055544,1233.4353452795046,2022402,ADANIPORTS
2024-05-13,1289.0880126953125,1295.6005274326953,1244.9310259454169,1250.210105298724,2495810,ADANIPORTS
2024-05-14,1313.6087646484375,1322.1441621205392,1268.2183397291299,1289.0880917988695,2989543,ADANIPORTS
2024-05-15,1320.1212158203125,1336.0078396817635,1315.3355105588519,1320.1212158203125,2189768,ADANIPORTS
2024-05-16,1327.2259521484375,1348.6383437399318,1293.1337475552812,1334.2811066790957,4822618,ADANIPORTS
2024-05-17,1317.9996337890625,1325.499017104088,1303.6425185390171,1312.3752167554646,1945123,ADANIPORTS
2024-05-21,1367.1397705078125,1380.2635710871164,1315.3354847253079,1326.1897160321182,4200578,ADANIPORTS
2024-05-22,1359.9364013671875,1375.872409828788,1346.121925751402,1375.872409828788,1878562,ADANIPORTS
2024-05-23,1424.22314453125,1429.6009950749221,1351.7465295777577,1365.6596566131225,7821034,ADANIPORTS
2024-05-24,1397.334228515625,1425.801892574012,1363.8341722718799,1415.9837952756436,19100263,ADANIPORTS
2024-05-27,1412.6783447265625,1437.7417777118394,1404.7349720729435,1425.8514115314897,5517078,ADANIPORTS
2024-05-28,1381.9410400390625,1418.944102517795,1379.474169207147,1418.944102517795,4070886,ADANIPORTS
2024-05-29,1391.3150634765625,1408.9284960406785,1364.5742093967312,1387.3680703886857,3214475,ADANIPORTS
2024-05-30,1365.166259765625,1394.9167448116589,1355.4468131957392,1391.3150894611717,3477661,ADANIPORTS
2024-05-31,1418.3521728515625,1431.7719269877891,1372.567023046185,1372.567023046185,8238969,ADANIPORTS
2024-06-03,1562.9599609375,1599.9137579740861,1514.6586786180155,1528.4731551656719,23398347,ADANIPORTS
2024-06-04,1232.3992919921875,1537.3539148804493,1172.2570288048614,1537.3539148804493,52109624,ADANIPORTS
2024-06-05,1336.649169921875,1349.8716207064633,1145.2200073363092,1264.0245220211837,20879925,ADANIPORTS
2024-06-06,1335.0211181640625,1385.3946690924038,1326.9792155567584,1365.6597022962158,12153840,ADANIPORTS
2024-06-07,1360.577880859375,1366.64640704618,1337.0933433925686,1339.7081300475213,5884018,ADANIPORTS
2024-06-10,1365.708984375,1396.5941327983662,1362.9460410518905,1385.3945640809804,4843234,ADANIPORTS
2024-06-11,1384.851806640625,1399.9984888957476,1365.7089866298645,1372.5668389019734,4122878,ADANIPORTS
2024-06-12,1375.477783203125,1395.7061239207806,1372.172200395897,1393.0419516170869,3258265,ADANIPORTS
2024-06-13,1385.838623046875,1392.30187269225,1369.6560470403738,1384.9999110695233,2839159,ADANIPORTS
2024-06-14,1417.7978515625,1428.9959961755226,1382.8657372315797,1396.2935912699802,5651491,ADANIPORTS
2024-06-18,1431.968994140625,1445.4463251856992,1421.117789597041,1433.950958146356,5651898,ADANIPORTS
2024-06-19,1435.3382568359375,1438.9057676030418,1407.640239209828,1432.9598760013764,4484742,ADANIPORTS
2024-06-20,1456.14892578125,1463.4822165273074,1431.0770336407977,1446.1400321134115,4905603,ADANIPORTS
2024-06-21,1472.1036376953125,1485.3828195769331,1456.743417981898,1466.603639668204,25891893,ADANIPORTS
2024-06-24,1447.0814208984375,1466.3064952997838,1437.122003717611,1461.5497334586025,3009931,ADANIPORTS
2024-06-25,1443.018310546875,1455.6533297076762,1424.0409830644053,1452.928129496523,3343186,ADANIPORTS
2024-06-26,1454.5633544921875,1461.202885168915,1437.9644068308926,1445.7435909439325,3217949,ADANIPORTS
2024-06-27,1472.1036376953125,1480.5269839897655,1445.8426168949584,1462.2928925231724,7803408,ADANIPORTS
2024-06-28,1464.7703857421875,1480.527022829651,1431.968907623056,1466.6532756277668,11534763,ADANIPORTS
2024-07-01,1461.2027587890625,1477.9503764882354,1458.3288871889379,1469.6261046349132,3372730,ADANIPORTS
2024-07-02,1461.5496826171875,1476.1666661582008,1441.9283128861898,1466.1577728087577,5368562,ADANIPORTS
2024-07-03,1497.02685546875,1500.3466206931662,1457.5362503134882,1466.4550875567104,4435563,ADANIPORTS
2024-07-04,1490.0899658203125,1506.2924957750513,1480.873785714953,1500.9907667765794,2980840,ADANIPORTS
2024-07-05,1486.918701171875,1495.8871354995565,1480.4278424931895,1494.400662691839,2111633,ADANIPORTS
2024-07-08,1461.9957275390625,1487.5135128967154,1455.7524928307585,1482.5090056329577,2177821,ADANIPORTS
2024-07-09,1464.67138671875,1490.3873210680017,1461.6984407375887,1466.6533507061908,2256634,ADANIPORTS
2024-07-10,1474.3829345703125,1480.972867498401,1446.8335890754704,1478.5450102058917,2082079,ADANIPORTS
2024-07-11,1470.468505859375,1484.9864152608582,1464.57221179084,1481.5179785218438,1765496,ADANIPORTS
2024-07-12,1473.2928466796875,1483.500009360339,1467.7929693268725,1476.563135569075,2018935,ADANIPORTS
2024-07-15,1481.5675048828125,1491.4277261797354,1471.9054315736746,1480.5269255232722,1913095,ADANIPORTS
2024-07-16,1485.531494140625,1496.977262723976,1479.7837506223423,1482.5089508997316,2170314,ADANIPORTS
2024-07-18,1480.427978515625,1490.6846176373663,1458.923597339801,1476.5631246665619,3263419,ADANIPORTS
2024-07-19,1456.0498046875,1488.6530135556015,1452.2840249487683,1479.0901346636576,2568243,ADANIPORTS
