Price,Close,High,Low,Open,Volume
Ticker,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS
Date,,,,,
2023-07-03,1051.349365234375,1063.272272692852,1045.0320370525144,1058.8234347317941,1749952
2023-07-04,1059.357177734375,1061.4926414853494,1048.6355443866337,1051.705198856398,1094468
2023-07-05,1063.0941162109375,1070.034236653048,1056.6877258633938,1062.3822588564828,1653610
2023-07-06,1050.50390625,1065.9413489717879,1045.4321668835432,1063.094136727387,2334220
2023-07-07,1029.9949951171875,1052.550582997744,1026.6139432642988,1048.2797635076402,2159585
2023-07-10,1000.54345703125,1033.8207800372966,996.539503668297,1032.1302002278792,3960400
2023-07-11,992.0017700195312,1006.9943301056435,989.4214226441136,1006.9943301056435,4982603
2023-07-12,988.1312866210938,1000.5434991227382,980.9240833732323,996.2725719102418,3824027
2023-07-13,986.5740966796875,1000.454445835685,967.221656512083,978.7441004305708,12294227
2023-07-14,1024.077880859375,1029.549972815045,989.0211275599186,991.378924590023,6605038
2023-07-17,1026.5693359375,1042.807594122427,1017.5827051853953,1024.9677108626195,3159479
2023-07-18,1038.5367431640625,1041.0281359950352,1020.0296414704567,1031.196160153841,2431478
2023-07-19,1040.1829833984375,1045.3881027719735,1029.4612390619136,1036.5793807321775,2242397
2023-07-20,1037.26611328125,1043.548223063414,1030.26600427489,1041.0353353300281,1990001
2023-07-21,1001.0540771484375,1022.996653307911,982.701387297508,996.1630501371999,5259150
2023-07-24,998.7658081054688,1012.0479183434938,997.0606419829949,1005.1376408829472,2672505
2023-07-25,997.5541381835938,1004.2400536118776,991.7655573984866,1003.7913315146426,2506726
2023-07-26,1000.6502075195312,1005.9002337832555,996.2527093609821,996.3424318639553,1969964
2023-07-27,1002.7592163085938,1007.5605206832697,995.220663408907,1000.6502444301424,1769815
2023-07-28,990.3746337890625,1003.7913813418652,984.9001362900124,999.7977982987536,2031899
2023-07-31,1002.176025390625,1004.6889132997945,983.5989718415138,994.3683036499976,2526624
2023-08-01,1021.7402954101562,1024.8813503367576,997.868299878247,1005.1375765124067,2710536
2023-08-02,1014.919677734375,1020.3940654982932,1006.4836802606296,1020.3940654982932,2701150
2023-08-03,1010.0734252929688,1019.0927831287624,1000.6951774259585,1010.5221473832811,1608187
2023-08-04,1026.9903564453125,1034.1699108009245,1010.5222755523886,1014.5158588421756,3315303
2023-08-07,1032.77880859375,1037.2211134746824,1025.9133386903432,1036.144224276666,1655404
2023-08-08,1024.298095703125,1038.253399285238,1020.3942346575737,1036.4585105699214,1667697
2023-08-09,1026.8109130859375,1028.4711631231264,1009.6248329088282,1023.9390256082135,1559337
2023-08-10,1017.97119140625,1027.3943572791673,1012.9006088119888,1023.086580488165,1676669
2023-08-11,1051.3109130859375,1065.221297508704,1035.9198334462942,1041.0352213167318,7391806
2023-08-14,1050.9073486328125,1056.292014808557,1035.650794468203,1050.593265016157,1720940
2023-08-16,1056.426513671875,1064.5932343815282,1050.0994879315326,1055.17006982009,2567226
2023-08-17,1056.0224609375,1059.8365984791178,1044.5800483126468,1056.157099466873,2331256
2023-08-18,1053.3302001953125,1057.054615487752,1039.8237308895043,1052.7020330838955,3406088
2023-08-21,1058.311279296875,1066.9716394265274,1049.0675584131666,1052.6573359134316,1661946
2023-08-22,1058.535400390625,1065.2662316775513,1055.528984326056,1060.7790108196004,1805887
2023-08-23,1061.227783203125,1072.4458358796908,1057.7726448890019,1070.6060314202157,2347850
2023-08-24,1051.1314697265625,1067.0611035260472,1049.1122203716982,1067.016187497646,2464221
2023-08-25,1035.6058349609375,1050.7278594774714,1032.0609736978902,1045.5226385722103,2105159
2023-08-28,1028.875,1040.7661372764812,1022.458360733361,1036.5481927800643,2571967
2023-08-29,1038.8367919921875,1043.9970972075018,1030.5354314284211,1035.5610980756812,1794652
