Price,Close,High,Low,Open,Volume
Ticker,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS
Date,,,,,
2023-07-03,106.15062713623047,107.22996740879113,105.16514814350055,105.3528563819414,30979256
2023-07-04,105.49363708496094,106.43219256229936,105.2120675775154,106.24447717046567,25080307
2023-07-05,106.00984191894531,106.57298095305472,105.30592528691882,105.63442544368607,27877180
2023-07-06,105.72827911376953,105.91598735060249,104.64893885045446,105.11821660314708,34320086
2023-07-07,104.74279022216797,106.33833883584846,104.41429723601937,105.11821384659926,30034274
2023-07-10,108.2154541015625,108.59087058031558,104.78972502836314,105.3528569071031,60652690
2023-07-11,108.07466125488281,108.96628606611976,107.74616828024867,108.49700834218247,37999385
2023-07-12,107.65231323242188,108.91936888881327,106.9953272451606,108.07466750475575,32771204
2023-07-13,107.79309844970703,109.76406358050914,107.46460545467505,108.8724387139066,44847814
2023-07-14,109.95177459716797,110.65569119873676,107.74617067770774,108.59086487110233,34521821
2023-07-17,110.51490783691406,112.01659517370129,109.90484534242268,110.7026160687837,49115369
2023-07-18,109.4355697631836,110.89033365103595,109.24786152760726,110.74954889404859,23433431
2023-07-19,109.5294189453125,109.99869667371678,108.96628710334936,109.5294189453125,17222355
2023-07-20,109.76406860351562,110.04563813249118,109.2009367061751,109.52942971623952,22303831
2023-07-21,109.4355697631836,110.70261825484941,108.40316014629332,109.4355697631836,31546136
2023-07-24,108.40316009521484,109.34171559387471,107.32381983963396,109.34171559387471,38113555
2023-07-25,111.92274475097656,112.5328072655987,107.32382131231543,107.93388382693756,88035259
2023-07-26,112.57972717285156,113.18978966811748,111.54731757503772,112.43894957907563,29716336
2023-07-27,112.43894958496094,113.98756040145773,111.82888708966308,112.86129668753097,39664251
2023-07-28,113.1897964477539,113.65907421674179,111.40653949347788,112.81437280044152,33996691
2023-07-31,115.58311462402344,116.24010062891716,113.18979516506268,113.18979516506268,52330311
2023-08-01,115.63003540039062,116.5216674268818,115.01998005037223,115.95853555576699,27863562
2023-08-02,111.64117431640625,115.34847285290327,110.98418832796891,115.34847285290327,54951586
2023-08-03,110.93726348876953,112.29817333684376,110.2802774659824,111.40654126522053,34624188
2023-08-04,111.68810272216797,112.39201933596314,110.74954723710773,112.06352634831407,22303966
2023-08-07,111.54731750488281,112.25123411576,110.74954677801067,112.25123411576,20711952
2023-08-08,110.89032745361328,112.15737587446647,110.70261206791776,111.68809815114234,21275054
2023-08-09,112.81436920166016,113.095938718315,109.71714032150814,111.07804294391596,34154214
2023-08-10,112.62665557861328,113.23671806178608,111.92273898124694,112.62665557861328,24439101
2023-08-11,112.9082260131836,113.94063559904858,111.82888578952975,112.9082260131836,26337436
2023-08-14,110.89032745361328,113.00207720857186,110.13948023205076,112.90822309602899,33095516
2023-08-16,108.82550811767578,110.70261913073175,108.30930688545153,110.70261913073175,31252473
2023-08-17,108.91936492919922,109.6232815302222,107.6523093188699,108.77858017687264,28461865
2023-08-18,108.68473052978516,109.24786240162963,107.69924438359962,109.1540082830906,30381609
2023-08-21,109.7171401977539,109.90484843490523,108.73165405118377,109.57635543958527,22629651
2023-08-22,110.32720184326172,110.51491007893941,109.34171570442837,109.95177821129614,17343131
2023-08-23,111.64117431640625,111.92274383179952,110.4210564577926,110.60876469431463,43744909
2023-08-24,110.98418426513672,112.72051045153906,110.79647603548618,112.15737860197748,27103446
2023-08-25,109.7171401977539,110.89033458147537,109.52942479999231,110.74954982330675,23692527
2023-08-28,110.37413024902344,110.98419278312467,109.81099835624174,109.81099835624174,19218821
2023-08-29,112.20431518554688,112.76744706494954,110.51491238672854,111.21882902613446,36038317
2023-08-30,114.59761810302734,115.16074993643437,112.8612919664349,113.09593082707198,51467177
2023-08-31,115.34847259521484,116.00545858218447,114.64455596891445,115.30154195588406,60626985
2023-09-01,119.24347686767578,120.79208768468685,115.81774792581331,115.91160204190336,76460408
2023-09-04,123.6546859741211,124.73401906058736,120.93288077794163,121.26136660715211,68525900
2023-09-05,123.60774993896484,124.31166652668243,120.93287549836978,123.65468057572328,36466807
2023-09-06,121.63680267333984,124.2647467059124,120.32281633583268,124.2647467059124,36058850
2023-09-07,122.15299224853516,122.76306191452949,120.69824268465561,121.54293690376117,30268235
2023-09-08,121.54293823242188,123.56082684524414,121.26136871590188,123.32618796834758,34313523
2023-09-11,123.09154510498047,123.74854539598951,121.26136478870397,121.54293429610499,33377857
2023-09-12,121.07365417480469,124.96865360000236,120.74515403576498,124.64016778218242,38065283
2023-09-13,121.5898666381836,122.48149148976543,119.8535332525609,121.6367972769448,23371459
2023-09-14,123.60774993896484,125.95413856469014,122.7630557621916,122.95076398800569,58800620
2023-09-15,123.84239959716797,125.10945529399967,121.8714415724775,124.45246928576952,85058495
2023-09-18,122.43456268310547,126.70499309231269,122.05914620983866,126.70499309231269,62420823
2023-09-20,120.41667175292969,123.70161595488136,120.13510224280408,122.43456031992622,43627379
2023-09-21,119.94739532470703,121.30829793047604,119.38425629828245,120.41667307298741,29826091
