Price,Close,High,Low,Open,Volume
Ticker,ETERNAL.NS,ETERNAL.NS,ETERNAL.NS,ETERNAL.NS,ETERNAL.NS
Date,,,,,
2023-07-03,75.6500015258789,77.25,74.55000305175781,75.44999694824219,49243205
2023-07-04,74.80000305175781,76.19999694824219,74.5,75.80000305175781,24150257
2023-07-05,74.05000305175781,75.0999984741211,73.69999694824219,74.8499984741211,25459694
2023-07-06,74.75,75.25,74.30000305175781,74.44999694824219,24467816
2023-07-07,73.25,74.9000015258789,73.0,74.80000305175781,26599778
2023-07-10,74.80000305175781,75.55000305175781,73.4000015258789,73.44999694824219,33812208
2023-07-11,76.80000305175781,77.0,74.9000015258789,75.05000305175781,42946892
2023-07-12,77.5,78.80000305175781,77.1500015258789,77.5,64212629
2023-07-13,82.19999694824219,84.5,77.6500015258789,77.8499984741211,192605002
2023-07-14,82.55000305175781,85.25,81.6500015258789,84.0,91571303
2023-07-17,80.1500015258789,83.4000015258789,79.5,83.19999694824219,43377345
2023-07-18,78.69999694824219,80.6500015258789,76.5,80.6500015258789,71215775
2023-07-19,77.6500015258789,80.3499984741211,77.25,79.0,42130927
2023-07-20,77.5999984741211,79.0999984741211,77.30000305175781,78.05000305175781,40495235
2023-07-21,80.30000305175781,80.69999694824219,77.4000015258789,77.8499984741211,74991213
2023-07-24,81.30000305175781,82.44999694824219,80.55000305175781,80.80000305175781,64291285
2023-07-25,82.6500015258789,83.19999694824219,79.30000305175781,81.30000305175781,72459586
2023-07-26,83.3499984741211,84.5999984741211,82.5,83.0999984741211,59291226
2023-07-27,84.94999694824219,86.0999984741211,82.80000305175781,83.3499984741211,77249384
2023-07-28,86.80000305175781,87.25,83.8499984741211,85.5999984741211,74798625
2023-07-31,84.0999984741211,87.1500015258789,83.69999694824219,87.0,49093355
2023-08-01,84.75,85.69999694824219,84.19999694824219,84.5999984741211,34950470
2023-08-02,85.05000305175781,85.94999694824219,82.6500015258789,84.44999694824219,54844625
2023-08-03,86.55000305175781,88.4000015258789,81.5999984741211,81.5999984741211,123480816
2023-08-04,95.4000015258789,98.4000015258789,88.4000015258789,89.0,405751648
2023-08-07,97.5999984741211,102.8499984741211,96.3499984741211,97.4000015258789,249331637
2023-08-08,93.44999694824219,100.30000305175781,92.69999694824219,98.3499984741211,160236123
2023-08-09,94.0999984741211,94.8499984741211,91.5999984741211,93.9000015258789,109240947
2023-08-10,94.25,96.1500015258789,93.25,94.0999984741211,87598556
2023-08-11,93.44999694824219,95.19999694824219,93.05000305175781,94.5999984741211,38156809
2023-08-14,92.75,93.4000015258789,91.3499984741211,93.4000015258789,46668447
