Price,Close,High,Low,Open,Volume
Ticker,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS
Date,,,,,
2023-07-03,995.43310546875,1009.1470606667677,989.7966738914376,1008.3481716066258,1899656
2023-07-04,1018.9998168945312,1026.1008609147023,994.2349042035185,997.2972944492169,2773593
2023-07-05,1042.9659423828125,1051.7978234046318,1017.6684705888465,1021.4853254640103,3732838
2023-07-06,1046.7384033203125,1050.954648743905,1031.4267752030555,1042.9659732044665,2520085
2023-07-07,1026.1009521484375,1051.2209409446193,1021.8847068865819,1038.5277802886435,2261102
2023-07-10,1018.245361328125,1029.6069668453629,1007.9931855951743,1029.6069668453629,2088505
2023-07-11,1030.9384765625,1035.154721747005,1016.4257384928196,1024.9026537314235,1212566
2023-07-12,1029.1190185546875,1037.640251300169,1023.8375510659982,1034.9773592951215,1274203
2023-07-13,1043.187744140625,1057.9668136223456,1023.8817807838425,1029.1188223995673,3215610
2023-07-14,1090.587158203125,1093.5606984967164,1050.0668070792335,1050.9100126531405,6033106
2023-07-17,1102.792236328125,1127.9565411912133,1083.486271527095,1097.0226376519552,4880073
2023-07-18,1107.363525390625,1116.994295095241,1087.3474133384475,1103.3247630854614,2666872
2023-07-19,1104.8336181640625,1119.9233363657108,1092.7618652734097,1113.9762554746287,2293881
2023-07-20,1112.156494140625,1114.4199950585366,1096.756127986307,1105.09987562555,2000345
2023-07-21,1088.6102294921875,1109.4241510674956,1075.766636510842,1092.6181883952202,5032086
2023-07-24,1058.3228759765625,1096.6715166590075,1052.3109938142704,1089.885396320082,2669308
2023-07-25,1053.4495849609375,1060.9188760622878,1042.9742972592076,1060.281294331631,2557865
2023-07-26,1041.3345947265625,1063.0139292782326,1037.9187401980334,1054.815878409763,3170213
2023-07-27,1001.8930053710938,1024.7564378798188,985.8612824482341,1012.0039133195367,17594818
2023-07-28,993.8314819335938,1001.9839431757994,988.3661149708166,1001.9839431757994,4244321
2023-07-31,1016.1028442382812,1019.290975080804,990.279006652484,997.4295064463631,4766331
2023-08-01,1041.60791015625,1051.6277501315178,1020.1108211752207,1020.2018883909051,3805214
2023-08-02,1043.5662841796875,1049.896956344054,1025.3028053621586,1041.1523915669038,2357217
2023-08-03,1040.97021484375,1044.7503378309548,1021.3859843022034,1038.419665923862,2348236
2023-08-04,1070.483154296875,1076.540624860772,1040.9702619373554,1051.1266464905862,3580506
2023-08-07,1078.1802978515625,1086.560482779639,1067.6594218925793,1074.855510685806,1694290
2023-08-08,1097.9921875,1101.1803180611537,1070.3920413076007,1080.3208130081136,5137402
2023-08-09,1118.57861328125,1126.3212176891413,1093.255697916987,1099.404236711489,3396984
2023-08-10,1125.68359375,1128.7805464425821,1107.283456071707,1111.2914145595757,3715680
2023-08-11,1111.7012939453125,1138.937065308319,1107.010275609213,1125.683615309867,2933959
2023-08-14,1111.0635986328125,1112.3843512188878,1095.8061153148378,1104.0952332668628,1842625
2023-08-16,1118.4417724609375,1128.598268219058,1111.2912729840602,1112.2021674701127,2341456
2023-08-17,1121.994384765625,1123.9528303265645,1106.327042664479,1115.8458464281637,2636308
2023-08-18,1102.9111328125,1116.7110958799906,1097.7645565194423,1116.7110958799906,1794430
2023-08-21,1110.24365234375,1114.9347808908703,1097.03568312568,1097.6277867430547,1175945
2023-08-22,1105.0972900390625,1114.0241016431598,1101.4993008274662,1110.2438667946944,1003208
2023-08-23,1093.984375,1110.2438207828036,1092.3447203020767,1105.0972442404614,1569035
2023-08-24,1092.2535400390625,1108.103126103593,1090.0673710658216,1098.7208685569717,1218843
2023-08-25,1083.509033203125,1090.5228765406193,1073.4436042644036,1083.9644804638242,1213340
2023-08-28,1079.1822509765625,1089.7031268518317,1076.9506039451662,1083.5545890218323,950013
2023-08-29,1091.2518310546875,1100.2697106618093,1082.3706078887583,1086.150843064691,1419344
2023-08-30,1090.52294921875,1112.7487992607475,1088.109167530721,1100.315065976378,2016339
2023-08-31,1094.8497314453125,1106.2815032721692,1091.2517422149515,1092.1626368244797,2817747
2023-09-01,1118.6240234375,1120.3091560061418,1096.7625556674209,1097.62786095605,1686038
2023-09-04,1144.7666015625,1153.1923752362243,1116.3467391619085,1124.9546472486074,3466873
2023-09-05,1142.7628173828125,1153.739030140428,1137.3885172276775,1146.5885300664359,2199985
2023-09-06,1137.6617431640625,1147.3627926963306,1125.729046384243,1142.7628417753563,1753376
2023-09-07,1156.15283203125,1161.2538189392567,1128.2794828614499,1137.6616293974039,2554884
2023-09-08,1150.414306640625,1164.1233150391365,1146.861906605621,1158.6579473628965,1731105
2023-09-11,1155.78857421875,1161.390598166189,1150.9153104180234,1152.281652298219,1293853
2023-09-12,1153.1923828125,1169.4063486278906,1140.0300023832592,1158.475615141516,2335224
2023-09-13,1148.091552734375,1155.6975002510849,1142.1707379547636,1148.0004855148643,1204376
2023-09-14,1165.8082275390625,1174.4617247245828,1149.548784013324,1149.548784013324,3288631
2023-09-15,1184.20849609375,1187.5331722239323,1160.4796487515034,1164.305361358027,4316210
2023-09-18,1174.8719482421875,1185.9848183454126,1168.677820228237,1185.0739237076664,1967717
2023-09-20,1160.798583984375,1174.279869386125,1155.97090901788,1167.7669503495147,2843560
2023-09-21,1176.5570068359375,1180.5193760214463,1153.1014713941534,1162.2558952098896,2960250
2023-09-22,1189.036376953125,1202.3810065753476,1169.5887973051108,1175.099754729195,3252940
2023-09-25,1183.661865234375,1197.2798053199317,1180.5649127536822,1189.0361652576885,2100302
2023-09-26,1168.0401611328125,1186.941223614761,1165.170820975229,1184.1629506762845,1141475
2023-09-27,1173.8243408203125,1178.6065374389086,1151.370766839124,1156.7905451962577,1568115
2023-09-28,1119.94482421875,1160.5252199924396,1113.1131152462892,1160.5252199924396,6570797
2023-09-29,1113.8419189453125,1121.9033136097196,1102.182424031998,1114.9349479464177,2861162
2023-10-03,1107.829833984375,1121.0378040860803,1104.5051580512445,1111.8377919780103,1622290
2023-10-04,1097.6279296875,1107.1923224358143,1080.3665224904341,1102.1824024247924,2340603
2023-10-05,1098.1744384765625,1114.8893310970202,1092.6180040045463,1105.8259748741302,2497613
2023-10-06,1108.467529296875,1114.023963458154,1097.6278626059488,1099.449651589527,1446719
